"treefilename","psi","bias","birth","death","ntaxa"
"tree852.tre",0.610892491764389,"FP",4.07143852531444,1,81
"tree853.tre",-1.24710908019915,"FP",2.47996252377052,1,120
"tree854.tre",-0.642743645352311,"FP",3.84583292268217,1,114
"tree855.tre",0.718148368410766,"FP",4.60360329805408,1,114
"tree856.tre",-1.09799713862594,"FP",3.3414926525671,1,73
"tree857.tre",-0.553169000544585,"FP",2.77056376484688,1,57
"tree858.tre",-0.946261655539274,"FP",1.84993020151742,1,93
"tree859.tre",0.773993463022634,"FP",2.72472449657507,1,90
"tree860.tre",0.652835465385579,"FP",1.76420880460646,1,158
"tree861.tre",-1.30428400216624,"FP",1.37187270915601,1,196
"tree862.tre",-0.0385418788064271,"FP",4.41533415708691,1,150
"tree863.tre",-0.821104431292042,"FP",2.40642515379004,1,197
"tree864.tre",-0.457436279160902,"FP",3.94961648762692,1,52
"tree865.tre",0.363591346191242,"FP",1.83608289046679,1,60
"tree866.tre",-0.591439598123543,"FP",3.9167100883089,1,174
"tree867.tre",0.666026923805475,"FP",1.78866789215244,1,125
"tree868.tre",-0.896795853390358,"FP",3.32691565912683,1,51
"tree869.tre",0.226036543841474,"FP",2.11351206409745,1,134
"tree870.tre",0.878883635974489,"FP",3.78702856367454,1,145
"tree871.tre",-0.845492462161928,"FP",4.00837274051737,1,86
"tree872.tre",-0.689542384119704,"FP",4.94854004615918,1,190
"tree873.tre",-0.247486094362102,"FP",2.68756637750193,1,152
"tree874.tre",0.326770811458118,"FP",4.74076360317413,1,70
"tree875.tre",-1.24507532198913,"FP",3.22048804475926,1,127
"tree876.tre",0.106479460606351,"FP",2.39627669809852,1,124
"tree877.tre",0.185641739168204,"FP",2.99807817640249,1,59
"tree878.tre",-0.0627293877769262,"FP",4.01370820270386,1,189
"tree879.tre",-0.0786599176935852,"FP",1.58981051198207,1,139
"tree880.tre",0.209726787521504,"FP",1.67544810865074,1,134
"tree881.tre",-1.47724947053939,"FP",2.1882727739634,1,86
"tree882.tre",0.131922113592736,"FP",1.52207437669858,1,150
"tree883.tre",-0.954423515126109,"FP",4.07843338067178,1,143
"tree884.tre",-0.156121282838285,"FP",1.99874507752247,1,91
"tree885.tre",0.475177159183659,"FP",4.17339397426695,1,78
"tree886.tre",-0.435220560524613,"FP",2.5234775259858,1,122
"tree887.tre",0.248070257017389,"FP",3.98528190869838,1,91
"tree888.tre",0.383180335280485,"FP",3.09032555792946,1,186
"tree889.tre",0.449499538168311,"FP",2.96890659988858,1,69
"tree890.tre",-0.0728857893263921,"FP",3.35616696423385,1,139
"tree891.tre",0.609558539814316,"FP",2.96122459017206,1,162
"tree892.tre",0.350055238464847,"FP",4.74886890549678,1,158
"tree893.tre",-0.979935797280632,"FP",1.39903783253394,1,189
"tree894.tre",-1.32378682761919,"FP",2.45751752052456,1,61
"tree895.tre",0.68641301849857,"FP",3.15906387008727,1,66
"tree896.tre",-0.131896016304381,"FP",3.92032126518898,1,122
"tree897.tre",0.577255517360754,"FP",1.88397648280952,1,112
"tree898.tre",0.126244526705705,"FP",3.19045298078563,1,92
"tree899.tre",-0.589397781062871,"FP",2.90466331394855,1,112
"tree900.tre",-1.3308209865354,"FP",4.24141514587682,1,57
"tree901.tre",-1.24704439227935,"FP",1.75858161293436,1,81
"tree902.tre",-1.02149448974524,"FP",3.83182792693842,1,87
"tree903.tre",0.622531282366253,"FP",1.66979859191924,1,85
"tree904.tre",-0.0190883307950571,"FP",3.26151009895839,1,57
"tree905.tre",-0.532487721997313,"FP",1.9393221583683,1,147
"tree906.tre",-1.1682903135661,"FP",2.45871263763402,1,113
"tree907.tre",-0.324125646497123,"FP",2.82186567985918,1,58
"tree908.tre",-0.136656872695312,"FP",2.59922968605533,1,104
"tree909.tre",-1.07684933790006,"FP",1.42572216806002,1,98
"tree910.tre",-0.176100633456372,"FP",2.61172027348075,1,175
"tree911.tre",-1.02811573981307,"FP",4.39839032869786,1,92
"tree912.tre",-0.696774266893044,"FP",2.36953345078509,1,113
"tree913.tre",-1.48288966773544,"FP",2.64991298553068,1,184
"tree914.tre",0.37169327866286,"FP",1.75110342085827,1,97
"tree915.tre",-0.354066889616661,"FP",2.63566986550577,1,84
"tree916.tre",-0.238645096309483,"FP",3.78139862972312,1,119
"tree917.tre",-0.236708664800972,"FP",4.45304055949673,1,162
"tree918.tre",0.535357293789275,"FP",1.28904845588841,1,169
"tree919.tre",-1.33053693256807,"FP",4.83678664113395,1,129
"tree920.tre",0.399567500804551,"FP",2.24381599079352,1,54
"tree921.tre",-1.41336291714106,"FP",1.18142122325953,1,70
"tree922.tre",-0.814916079165414,"FP",4.49315930961166,1,106
"tree923.tre",-0.0559785302029923,"FP",3.35686573423445,1,79
"tree924.tre",0.761947852093726,"FP",2.85133510786109,1,149
"tree925.tre",-0.894924642401747,"FP",1.35347775826231,1,157
"tree926.tre",-0.0479795461287722,"FP",4.84758930841926,1,160
"tree927.tre",0.262807047925889,"FP",1.72752699039411,1,60
"tree928.tre",-0.319772120332345,"FP",1.5077559693018,1,87
"tree929.tre",-1.0401259791106,"FP",4.55721874479204,1,165
"tree930.tre",0.550699557876214,"FP",3.57633505284321,1,157
"tree931.tre",-0.452675630571321,"FP",4.30222803107463,1,112
"tree932.tre",0.560542369144969,"FP",1.78003693665378,1,188
"tree933.tre",0.362649312242866,"FP",2.24129650895484,1,126
"tree934.tre",-0.750032801064663,"FP",2.20615639600437,1,67
"tree935.tre",0.340925120632164,"FP",4.25860108665656,1,120
"tree936.tre",0.605703579145484,"FP",2.01314625181258,1,85
"tree937.tre",0.666702794493176,"FP",4.58339640244376,1,179
"tree938.tre",0.582637185812928,"FP",1.51590704408009,1,50
"tree939.tre",-1.49968555232044,"FP",3.10979655380361,1,102
"tree940.tre",-0.594451420824043,"FP",4.26576466120314,1,70
"tree941.tre",0.075315612135455,"FP",4.80145136415958,1,77
"tree942.tre",0.963070885278285,"FP",2.80948859283235,1,102
"tree943.tre",-0.223407661309466,"FP",2.40287240562029,1,75
"tree944.tre",-0.243175555136986,"FP",4.19368607304059,1,182
"tree945.tre",0.444181621656753,"FP",2.72314860036131,1,159
"tree946.tre",-1.37544997013174,"FP",4.35984886954539,1,136
"tree947.tre",-1.3916448286036,"FP",1.63380772494711,1,94
"tree948.tre",0.0943777817301452,"FP",1.15831395138521,1,108
"tree949.tre",-1.32447980553843,"FP",2.17153089810163,1,104
"tree950.tre",-1.02198114711791,"FP",1.13004663602915,1,135
"tree951.tre",-0.0443923692218959,"FP",2.50254596762825,1,153
"tree952.tre",-0.353296204470098,"FP",3.95387969044968,1,152
"tree953.tre",-0.17146321979817,"FP",2.38431372067425,1,175
"tree954.tre",0.870667649665847,"FP",4.62115599054377,1,74
"tree955.tre",0.315974275814369,"FP",4.03278428947087,1,174
"tree956.tre",0.995414002332836,"FP",4.90974225017708,1,176
"tree957.tre",-0.841078822035342,"FP",4.24205180052668,1,67
"tree958.tre",0.581051910063252,"FP",1.19685624865815,1,54
"tree959.tre",-0.709705772227608,"FP",4.16607742956839,1,151
"tree960.tre",-1.33991254179273,"FP",4.69235291501973,1,52
"tree961.tre",-0.40837088401895,"FP",3.73575683189556,1,53
"tree962.tre",0.874718442442827,"FP",4.0349553756183,1,173
"tree963.tre",-1.21878988959361,"FP",4.25583973214962,1,59
"tree964.tre",-0.399243872147053,"FP",1.8625920252176,1,80
"tree965.tre",-1.29441095783841,"FP",2.05572545665782,1,96
"tree966.tre",-1.02497419028077,"FP",4.20891838497482,1,73
"tree967.tre",-1.03887979907449,"FP",3.23702546735294,1,167
"tree968.tre",-0.963704581139609,"FP",3.55248474858236,1,87
"tree969.tre",0.600228217313997,"FP",3.84166572506074,1,193
"tree970.tre",-0.164738916559145,"FP",2.73429836211726,1,113
"tree971.tre",0.60254036122933,"FP",2.52447714309674,1,54
"tree972.tre",0.125528291915543,"FP",1.76062219201121,1,80
"tree973.tre",0.85207385441754,"FP",2.76192192013841,1,166
"tree974.tre",-0.328097418881953,"FP",3.23905434089247,1,73
"tree975.tre",-1.13438858976588,"FP",3.6048888328718,1,194
"tree976.tre",0.280456738197245,"FP",4.21734614302404,1,82
"tree977.tre",-0.906785842729732,"FP",4.80419946946204,1,152
"tree978.tre",-0.930004552705213,"FP",3.25267745153978,1,86
"tree979.tre",-0.182108299690299,"FP",1.30949707615655,1,116
"tree980.tre",-0.417359602055512,"FP",2.76409402510617,1,125
"tree981.tre",-0.861638900591061,"FP",4.37568710444029,1,131
"tree982.tre",0.35370801074896,"FP",2.43289807774127,1,157
"tree983.tre",-0.321560582728125,"FP",2.59032507287338,1,56
"tree984.tre",0.495253225322813,"FP",1.29881965203676,1,80
"tree985.tre",-0.730921238777228,"FP",4.89098040864337,1,57
"tree986.tre",-0.516265300451778,"FP",2.16387131605297,1,90
"tree987.tre",-1.23175417922903,"FP",1.3647697544191,1,177
"tree988.tre",-1.25251218536869,"FP",1.35062564248219,1,191
"tree989.tre",-0.162624327698722,"FP",3.02410886604339,1,151
"tree990.tre",-0.136024640290998,"FP",4.2599397766171,1,123
"tree991.tre",0.164669716847129,"FP",2.14280721752439,1,105
"tree992.tre",-1.45402479660697,"FP",2.73464721727651,1,99
"tree993.tre",0.5743248029612,"FP",4.72179753992241,1,61
"tree994.tre",-1.21214669640176,"FP",1.31009068882558,1,134
"tree995.tre",-1.26680030114949,"FP",4.95330344345421,1,118
"tree996.tre",-0.632046778686345,"FP",4.45445806728676,1,101
"tree997.tre",0.743380921427161,"FP",3.19274048395455,1,120
"tree998.tre",-0.89540374209173,"FP",4.17464613169432,1,59
"tree999.tre",-0.333985797828063,"FP",4.27351593344938,1,166
